flow_id,system,chief_complaint,module,order,question_id,question_text,answer_type,required,min,max,choices,help_text,active
ORTHO_BACK_PAIN_V1,ORTHO,BACK_PAIN,CORE,12,ORTHO_BACK_12,"Unexplained weight loss?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_BACK_PAIN_V1,ORTHO,BACK_PAIN,CORE,13,ORTHO_BACK_13,"Pain radiates below the knee?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_BACK_PAIN_V1,ORTHO,BACK_PAIN,CORE,14,ORTHO_BACK_14,"Numbness/tingling in both legs?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_BACK_PAIN_V1,ORTHO,BACK_PAIN,CORE,15,ORTHO_BACK_15,"Age 65+?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_BACK_PAIN_V1,ORTHO,BACK_PAIN,CORE,16,ORTHO_BACK_16,"Pregnant or could be pregnant?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_BACK_PAIN_V1,ORTHO,BACK_PAIN,CORE,17,ORTHO_BACK_17,"Symptoms worsening rapidly?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_BACK_PAIN_V1,ORTHO,BACK_PAIN,CORE,18,ORTHO_BACK_18,"Numbness/tingling in arms (not just legs)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_BACK_PAIN_V1,ORTHO,BACK_PAIN,CORE,19,ORTHO_BACK_19,"Severe abdominal pain with back pain?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,1,ORTHO_NECK_01,"Severe neck pain?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,2,ORTHO_NECK_02,"Recent fall/trauma (car accident, sports injury)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,3,ORTHO_NECK_03,"Fever?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,4,ORTHO_NECK_04,"Severe headache?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,5,ORTHO_NECK_05,"Neck stiffness (hard to touch chin to chest)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,6,ORTHO_NECK_06,"New weakness/numbness in arms or legs?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,7,ORTHO_NECK_07,"Trouble walking or poor coordination?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,8,ORTHO_NECK_08,"Radiating pain down an arm?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,9,ORTHO_NECK_09,"Numbness/tingling in fingers?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,10,ORTHO_NECK_10,"On blood thinners (anticoagulants)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,11,ORTHO_NECK_11,"Immunocompromised or IV drug use?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,12,ORTHO_NECK_12,"Cancer history?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,13,ORTHO_NECK_13,"Pain wakes you from sleep or worse at night?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,14,ORTHO_NECK_14,"Vision changes or dizziness with neck pain?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,15,ORTHO_NECK_15,"Symptoms worsening rapidly?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,16,ORTHO_NECK_16,"Age 65+?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,17,ORTHO_NECK_17,"Pregnant or could be pregnant?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,18,ORTHO_NECK_18,"New bladder/bowel problems?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_NECK_PAIN_V1,ORTHO,NECK_PAIN,CORE,19,ORTHO_NECK_19,"Severe chest pain or trouble breathing?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,1,ORTHO_SHLD_01,"Recent trauma or fall onto shoulder?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,2,ORTHO_SHLD_02,"Deformity or unable to move shoulder?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,3,ORTHO_SHLD_03,"Severe pain?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,4,ORTHO_SHLD_04,"Fever?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,5,ORTHO_SHLD_05,"Red, hot, swollen joint?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,6,ORTHO_SHLD_06,"Unable to raise arm above shoulder level?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,7,ORTHO_SHLD_07,"Pain with overhead activity?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,8,ORTHO_SHLD_08,"Night pain that wakes you from sleep?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,9,ORTHO_SHLD_09,"Numbness/tingling down arm or hand?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,10,ORTHO_SHLD_10,"Weakness when lifting objects?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,11,ORTHO_SHLD_11,"History of dislocation?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,12,ORTHO_SHLD_12,"Immunocompromised or diabetes?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,13,ORTHO_SHLD_13,"On blood thinners (anticoagulants)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,14,ORTHO_SHLD_14,"Symptoms worsening rapidly?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,15,ORTHO_SHLD_15,"Age 65+?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,16,ORTHO_SHLD_16,"Pregnant or could be pregnant?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,17,ORTHO_SHLD_17,"Chest pain or trouble breathing with shoulder pain?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,18,ORTHO_SHLD_18,"New neck pain with radiating symptoms?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_SHOULDER_PAIN_V1,ORTHO,SHOULDER_PAIN,CORE,19,ORTHO_SHLD_19,"Pain after lifting/repetitive use?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,1,ORTHO_ELB_01,"Recent trauma or fall onto elbow?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,2,ORTHO_ELB_02,"Deformity or unable to bend/straighten elbow?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,3,ORTHO_ELB_03,"Fever?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,4,ORTHO_ELB_04,"Red, hot, swollen joint?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,5,ORTHO_ELB_05,"Pain on outside of elbow with gripping/lifting (tennis elbow)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,6,ORTHO_ELB_06,"Pain on inside of elbow with throwing/gripping (golfer's elbow)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,7,ORTHO_ELB_07,"Numbness/tingling in ring/small finger (ulnar nerve)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,8,ORTHO_ELB_08,"Hand weakness or dropping objects?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,9,ORTHO_ELB_09,"Immunocompromised or diabetes?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,10,ORTHO_ELB_10,"On blood thinners (anticoagulants)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,11,ORTHO_ELB_11,"Swelling after repetitive use?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,12,ORTHO_ELB_12,"Symptoms worsening rapidly?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,13,ORTHO_ELB_13,"Age 65+?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,14,ORTHO_ELB_14,"Pregnant or could be pregnant?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,15,ORTHO_ELB_15,"Open wound or bite near the joint?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,16,ORTHO_ELB_16,"Pain limits normal daily activities?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,17,ORTHO_ELB_17,"Chest pain or trouble breathing?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,18,ORTHO_ELB_18,"Neck pain with radiating arm pain?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ELBOW_PAIN_V1,ORTHO,ELBOW_PAIN,CORE,19,ORTHO_ELB_19,"New swelling of whole arm/hand?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,1,ORTHO_WH_01,"Recent fall onto outstretched hand?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,2,ORTHO_WH_02,"Deformity or severe swelling?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,3,ORTHO_WH_03,"Fever?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,4,ORTHO_WH_04,"Red, hot, swollen joint?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,5,ORTHO_WH_05,"Numbness/tingling in thumb/index/middle finger (carpal tunnel)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,6,ORTHO_WH_06,"Numbness/tingling in ring/small finger (ulnar nerve)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,7,ORTHO_WH_07,"Weak grip or dropping objects?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,8,ORTHO_WH_08,"Pain at base of thumb with gripping (thumb arthritis)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,9,ORTHO_WH_09,"Open wound, bite, or puncture?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,10,ORTHO_WH_10,"Finger cannot fully straighten or bend?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,11,ORTHO_WH_11,"Immunocompromised or diabetes?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,12,ORTHO_WH_12,"On blood thinners (anticoagulants)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,13,ORTHO_WH_13,"Symptoms worsening rapidly?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,14,ORTHO_WH_14,"Age 65+?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,15,ORTHO_WH_15,"Pregnant or could be pregnant?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,16,ORTHO_WH_16,"Pain after repetitive use (typing/tool use)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,17,ORTHO_WH_17,"Hand is cold/pale or severe numbness (circulation concern)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,18,ORTHO_WH_18,"Severe pain with passive finger motion (tenosynovitis concern)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_WRIST_HAND_PAIN_V1,ORTHO,WRIST_HAND_PAIN,CORE,19,ORTHO_WH_19,"Neck pain with radiating arm symptoms?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,1,ORTHO_HIP_01,"Recent fall/trauma?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,2,ORTHO_HIP_02,"Unable to bear weight (cannot walk)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,3,ORTHO_HIP_03,"Fever?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,4,ORTHO_HIP_04,"Red, hot, swollen joint?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,5,ORTHO_HIP_05,"Severe pain out of proportion?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,6,ORTHO_HIP_06,"Pain in groin area (true hip) vs outer hip?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,7,ORTHO_HIP_07,"Pain radiates down leg?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,8,ORTHO_HIP_08,"Immunocompromised or diabetes?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,9,ORTHO_HIP_09,"On blood thinners (anticoagulants)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,10,ORTHO_HIP_10,"Age 65+?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,11,ORTHO_HIP_11,"Pregnant or could be pregnant?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,12,ORTHO_HIP_12,"History of osteoporosis?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,13,ORTHO_HIP_13,"Severe abdominal pain with hip/groin pain (hernia concern)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,14,ORTHO_HIP_14,"Symptoms worsening rapidly?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,15,ORTHO_HIP_15,"New weakness/numbness in leg?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,16,ORTHO_HIP_16,"Back pain with radiating symptoms?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,17,ORTHO_HIP_17,"Open wound/bite near joint?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,18,ORTHO_HIP_18,"Pain limits sleep or night pain?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_HIP_PAIN_V1,ORTHO,HIP_PAIN,CORE,19,ORTHO_HIP_19,"Chest pain or shortness of breath (clot concern)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,1,ORTHO_KNEE_01,"Recent trauma (twist/fall) to knee?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,2,ORTHO_KNEE_02,"Unable to bear weight (cannot walk)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,3,ORTHO_KNEE_03,"Large swelling/effusion?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,4,ORTHO_KNEE_04,"Fever?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,5,ORTHO_KNEE_05,"Red, hot, swollen joint?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,6,ORTHO_KNEE_06,"Severe pain out of proportion?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,7,ORTHO_KNEE_07,"Locking/catching of knee?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,8,ORTHO_KNEE_08,"Knee feels unstable/gives out?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,9,ORTHO_KNEE_09,"Pain with stairs/squatting?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,10,ORTHO_KNEE_10,"Immunocompromised or diabetes?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,11,ORTHO_KNEE_11,"On blood thinners (anticoagulants)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,12,ORTHO_KNEE_12,"History of gout or inflammatory arthritis?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,13,ORTHO_KNEE_13,"Age 65+?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,14,ORTHO_KNEE_14,"Pregnant or could be pregnant?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,15,ORTHO_KNEE_15,"Symptoms worsening rapidly?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,16,ORTHO_KNEE_16,"Calf pain/swelling (DVT concern)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,17,ORTHO_KNEE_17,"Open wound or bite near joint?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,18,ORTHO_KNEE_18,"Numbness/tingling in foot?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_KNEE_PAIN_V1,ORTHO,KNEE_PAIN,CORE,19,ORTHO_KNEE_19,"Back pain with radiating leg symptoms?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,1,ORTHO_AF_01,"Recent twist/injury to ankle/foot?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,2,ORTHO_AF_02,"Unable to bear weight (cannot walk)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,3,ORTHO_AF_03,"Deformity or severe swelling/bruising?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,4,ORTHO_AF_04,"Fever?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,5,ORTHO_AF_05,"Red, hot, swollen joint?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,6,ORTHO_AF_06,"Severe pain out of proportion?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,7,ORTHO_AF_07,"Numbness/tingling in foot?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,8,ORTHO_AF_08,"Foot is cold/pale (circulation concern)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,9,ORTHO_AF_09,"Open wound/puncture or bite?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,10,ORTHO_AF_10,"Immunocompromised or diabetes?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,11,ORTHO_AF_11,"On blood thinners (anticoagulants)?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,12,ORTHO_AF_12,"Pain mainly at ankle bone area?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,13,ORTHO_AF_13,"Pain mainly at midfoot area?",TRI,Y,,,,Yes|No|Not sure,Y
ORTHO_ANKLE_FOOT_PAIN_V1,ORTHO,ANKLE_FOOT_PAIN,CORE,14,ORTHO_AF_14,"Symptoms worsening rapidly?",TRI,Y,,,,Yes|No|Not sure,Y
