Complaint_Slug,Case_ID,Inputs_JSON,Expected_Disposition,Expected_Top_Dx
msk_joint_pain,MSK_JOINT_PAIN_H12,"{""hot"":false,""fever"":false,""mono"":false}",ROUTINE,degenerative
msk_joint_pain,MSK_JOINT_PAIN_H13,"{""hot"":true,""fever"":true,""mono"":false}",URGENT,inflammatory
msk_sprain_injury,MSK_SPRAIN_INJURY_H1,"{""deform"":true,""unable_weight"":true}",URGENT,fracture
msk_sprain_injury,MSK_SPRAIN_INJURY_H2,"{""deform"":false,""unable_weight"":true}",URGENT,sprain
msk_sprain_injury,MSK_SPRAIN_INJURY_H3,"{""deform"":false,""unable_weight"":false}",ROUTINE,sprain
msk_sprain_injury,MSK_SPRAIN_INJURY_H4,"{""deform"":true,""unable_weight"":true}",URGENT,fracture
msk_sprain_injury,MSK_SPRAIN_INJURY_H5,"{""deform"":false,""unable_weight"":true}",URGENT,sprain
msk_sprain_injury,MSK_SPRAIN_INJURY_H6,"{""deform"":false,""unable_weight"":false}",ROUTINE,sprain
msk_sprain_injury,MSK_SPRAIN_INJURY_H7,"{""deform"":true,""unable_weight"":true}",URGENT,fracture
msk_sprain_injury,MSK_SPRAIN_INJURY_H8,"{""deform"":false,""unable_weight"":true}",URGENT,sprain
msk_sprain_injury,MSK_SPRAIN_INJURY_H9,"{""deform"":false,""unable_weight"":false}",ROUTINE,sprain
msk_sprain_injury,MSK_SPRAIN_INJURY_H10,"{""deform"":true,""unable_weight"":true}",URGENT,fracture
msk_sprain_injury,MSK_SPRAIN_INJURY_H11,"{""deform"":false,""unable_weight"":true}",URGENT,sprain
msk_sprain_injury,MSK_SPRAIN_INJURY_H12,"{""deform"":false,""unable_weight"":false}",ROUTINE,sprain
msk_sprain_injury,MSK_SPRAIN_INJURY_H13,"{""deform"":true,""unable_weight"":false}",URGENT,fracture
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H1,"{""known_dm"":true,""confusion"":true,""vomit"":true}",EMERG,dka_hhs
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H2,"{""known_dm"":true,""confusion"":false,""vomit"":false}",URGENT,uncontrolled_hyperglycemia
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H3,"{""known_dm"":false,""confusion"":false,""vomit"":false}",URGENT,uncontrolled_hyperglycemia
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H4,"{""known_dm"":true,""confusion"":true,""vomit"":true}",EMERG,dka_hhs
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H5,"{""known_dm"":true,""confusion"":false,""vomit"":false}",URGENT,uncontrolled_hyperglycemia
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H6,"{""known_dm"":false,""confusion"":false,""vomit"":false}",URGENT,uncontrolled_hyperglycemia
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H7,"{""known_dm"":true,""confusion"":true,""vomit"":true}",EMERG,dka_hhs
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H8,"{""known_dm"":true,""confusion"":false,""vomit"":false}",URGENT,uncontrolled_hyperglycemia
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H9,"{""known_dm"":false,""confusion"":false,""vomit"":false}",URGENT,uncontrolled_hyperglycemia
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H10,"{""known_dm"":true,""confusion"":true,""vomit"":true}",EMERG,dka_hhs
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H11,"{""known_dm"":true,""confusion"":false,""vomit"":false}",URGENT,uncontrolled_hyperglycemia
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H12,"{""known_dm"":false,""confusion"":false,""vomit"":false}",URGENT,uncontrolled_hyperglycemia
endo_hyperglycemia,ENDO_HYPERGLYCEMIA_H13,"{""known_dm"":true,""confusion"":true,""vomit"":false}",EMERG,dka_hhs
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H1,"{""known_dm"":true,""confusion"":true,""syncope"":false}",EMERG,severe_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H2,"{""known_dm"":true,""confusion"":false,""syncope"":false}",URGENT,mild_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H3,"{""known_dm"":false,""confusion"":false,""syncope"":false}",ROUTINE,mild_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H4,"{""known_dm"":true,""confusion"":true,""syncope"":false}",EMERG,severe_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H5,"{""known_dm"":true,""confusion"":false,""syncope"":false}",URGENT,mild_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H6,"{""known_dm"":false,""confusion"":false,""syncope"":false}",ROUTINE,mild_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H7,"{""known_dm"":true,""confusion"":true,""syncope"":false}",EMERG,severe_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H8,"{""known_dm"":true,""confusion"":false,""syncope"":false}",URGENT,mild_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H9,"{""known_dm"":false,""confusion"":false,""syncope"":false}",ROUTINE,mild_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H10,"{""known_dm"":true,""confusion"":true,""syncope"":false}",EMERG,severe_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H11,"{""known_dm"":true,""confusion"":false,""syncope"":false}",URGENT,mild_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H12,"{""known_dm"":false,""confusion"":false,""syncope"":false}",ROUTINE,mild_hypoglycemia
endo_hypoglycemia,ENDO_HYPOGLYCEMIA_H13,"{""known_dm"":true,""confusion"":false,""syncope"":true}",EMERG,severe_hypoglycemia
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H1,"{""tachy"":true,""fever_delirium"":true}",EMERG,thyroid_storm
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H2,"{""tachy"":true,""weight_loss"":true}",URGENT,hyperthyroid
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H3,"{""weight_gain"":true,""fatigue"":true}",URGENT,hypothyroid
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H4,"{""tachy"":true,""fever_delirium"":true}",EMERG,thyroid_storm
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H5,"{""tachy"":true,""weight_loss"":true}",URGENT,hyperthyroid
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H6,"{""weight_gain"":true,""fatigue"":true}",URGENT,hypothyroid
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H7,"{""tachy"":true,""fever_delirium"":true}",EMERG,thyroid_storm
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H8,"{""tachy"":true,""weight_loss"":true}",URGENT,hyperthyroid
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H9,"{""weight_gain"":true,""fatigue"":true}",URGENT,hypothyroid
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H10,"{""tachy"":true,""fever_delirium"":true}",EMERG,thyroid_storm
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H11,"{""tachy"":true,""weight_loss"":true}",URGENT,hyperthyroid
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H12,"{""weight_gain"":true,""fatigue"":true}",URGENT,hypothyroid
endo_thyroid_symptoms,ENDO_THYROID_SYMPTOMS_H13,"{""tachy"":true,""cp_sob"":true}",EMERG,thyroid_storm
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H1,"{""cp"":true,""sob"":true,""si"":false}",URGENT,medical_mimic
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H2,"{""cp"":false,""sob"":false,""si"":true}",EMERG,panic_attack
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H3,"{""cp"":false,""sob"":false,""si"":false}",ROUTINE,panic_attack
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H4,"{""cp"":true,""sob"":true,""si"":false}",URGENT,medical_mimic
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H5,"{""cp"":false,""sob"":false,""si"":true}",EMERG,panic_attack
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H6,"{""cp"":false,""sob"":false,""si"":false}",ROUTINE,panic_attack
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H7,"{""cp"":true,""sob"":true,""si"":false}",URGENT,medical_mimic
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H8,"{""cp"":false,""sob"":false,""si"":true}",EMERG,panic_attack
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H9,"{""cp"":false,""sob"":false,""si"":false}",ROUTINE,panic_attack
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H10,"{""cp"":true,""sob"":true,""si"":false}",URGENT,medical_mimic
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H11,"{""cp"":false,""sob"":false,""si"":true}",EMERG,panic_attack
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H12,"{""cp"":false,""sob"":false,""si"":false}",ROUTINE,panic_attack
psych_anxiety_panic,PSYCH_ANXIETY_PANIC_H13,"{""cp"":true,""sob"":false,""si"":true}",EMERG,panic_attack
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H1,"{""si"":true,""intent"":true}",EMERG,suicide_risk
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H2,"{""si"":true,""intent"":false}",URGENT,suicide_risk
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H3,"{""si"":false,""intent"":false}",ROUTINE,major_depression
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H4,"{""si"":true,""intent"":true}",EMERG,suicide_risk
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H5,"{""si"":true,""intent"":false}",URGENT,suicide_risk
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H6,"{""si"":false,""intent"":false}",ROUTINE,major_depression
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H7,"{""si"":true,""intent"":true}",EMERG,suicide_risk
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H8,"{""si"":true,""intent"":false}",URGENT,suicide_risk
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H9,"{""si"":false,""intent"":false}",ROUTINE,major_depression
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H10,"{""si"":true,""intent"":true}",EMERG,suicide_risk
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H11,"{""si"":true,""intent"":false}",URGENT,suicide_risk
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H12,"{""si"":false,""intent"":false}",ROUTINE,major_depression
psych_depression_suicidal_ideation,PSYCH_DEPRESSION_SUICIDAL_IDEATION_H13,"{""si"":true,""intent"":false}",URGENT,suicide_risk
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H1,"{""violent"":true,""halluc"":false}",EMERG,agitation
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H2,"{""violent"":false,""halluc"":true}",EMERG,acute_psychosis
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H3,"{""violent"":false,""halluc"":false}",URGENT,agitation
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H4,"{""violent"":true,""halluc"":false}",EMERG,agitation
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H5,"{""violent"":false,""halluc"":true}",EMERG,acute_psychosis
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H6,"{""violent"":false,""halluc"":false}",URGENT,agitation
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H7,"{""violent"":true,""halluc"":false}",EMERG,agitation
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H8,"{""violent"":false,""halluc"":true}",EMERG,acute_psychosis
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H9,"{""violent"":false,""halluc"":false}",URGENT,agitation
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H10,"{""violent"":true,""halluc"":false}",EMERG,agitation
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H11,"{""violent"":false,""halluc"":true}",EMERG,acute_psychosis
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H12,"{""violent"":false,""halluc"":false}",URGENT,agitation
psych_agitation_psychosis,PSYCH_AGITATION_PSYCHOSIS_H13,"{""violent"":true,""halluc"":true}",EMERG,acute_psychosis
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H1,"{""low_urine"":true,""confusion"":true}",EMERG,intrinsic_or_toxic
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H2,"{""low_urine"":true,""confusion"":false}",URGENT,pre_renal_dehydration
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H3,"{""low_urine"":false,""confusion"":false}",ROUTINE,pre_renal_dehydration
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H4,"{""low_urine"":true,""confusion"":true}",EMERG,intrinsic_or_toxic
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H5,"{""low_urine"":true,""confusion"":false}",URGENT,pre_renal_dehydration
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H6,"{""low_urine"":false,""confusion"":false}",ROUTINE,pre_renal_dehydration
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H7,"{""low_urine"":true,""confusion"":true}",EMERG,intrinsic_or_toxic
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H8,"{""low_urine"":true,""confusion"":false}",URGENT,pre_renal_dehydration
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H9,"{""low_urine"":false,""confusion"":false}",ROUTINE,pre_renal_dehydration
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H10,"{""low_urine"":true,""confusion"":true}",EMERG,intrinsic_or_toxic
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H11,"{""low_urine"":true,""confusion"":false}",URGENT,pre_renal_dehydration
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H12,"{""low_urine"":false,""confusion"":false}",ROUTINE,pre_renal_dehydration
renal_acute_kidney_injury_like,RENAL_ACUTE_KIDNEY_INJURY_LIKE_H13,"{""low_urine"":true,""sob"":true}",EMERG,fluid_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H1,"{""sob"":true,""rapid_gain"":true}",EMERG,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H2,"{""sob"":false,""rapid_gain"":true}",URGENT,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H3,"{""sob"":false,""rapid_gain"":false}",ROUTINE,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H4,"{""sob"":true,""rapid_gain"":true}",EMERG,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H5,"{""sob"":false,""rapid_gain"":true}",URGENT,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H6,"{""sob"":false,""rapid_gain"":false}",ROUTINE,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H7,"{""sob"":true,""rapid_gain"":true}",EMERG,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H8,"{""sob"":false,""rapid_gain"":true}",URGENT,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H9,"{""sob"":false,""rapid_gain"":false}",ROUTINE,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H10,"{""sob"":true,""rapid_gain"":true}",EMERG,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H11,"{""sob"":false,""rapid_gain"":true}",URGENT,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H12,"{""sob"":false,""rapid_gain"":false}",ROUTINE,renal_volume_overload
renal_edema_fluid_overload,RENAL_EDEMA_FLUID_OVERLOAD_H13,"{""one_leg"":true,""sob"":true}",EMERG,dvt_pe
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H1,"{""on_dialysis"":true,""fever"":true}",EMERG,access_infection
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H2,"{""on_dialysis"":true,""sob_cp"":true}",EMERG,volume_overload
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H3,"{""on_dialysis"":false}",URGENT,volume_overload
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H4,"{""on_dialysis"":true,""fever"":true}",EMERG,access_infection
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H5,"{""on_dialysis"":true,""sob_cp"":true}",EMERG,volume_overload
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H6,"{""on_dialysis"":false}",URGENT,volume_overload
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H7,"{""on_dialysis"":true,""fever"":true}",EMERG,access_infection
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H8,"{""on_dialysis"":true,""sob_cp"":true}",EMERG,volume_overload
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H9,"{""on_dialysis"":false}",URGENT,volume_overload
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H10,"{""on_dialysis"":true,""fever"":true}",EMERG,access_infection
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H11,"{""on_dialysis"":true,""sob_cp"":true}",EMERG,volume_overload
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H12,"{""on_dialysis"":false}",URGENT,volume_overload
renal_dialysis_complication_like,RENAL_DIALYSIS_COMPLICATION_LIKE_H13,"{""on_dialysis"":true,""faint"":true}",EMERG,hypotension
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H1,"{""chemo"":true,""fever"":true}",EMERG,neutropenic_fever
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H2,"{""chemo"":true,""fever"":false}",URGENT,neutropenic_fever
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H3,"{""chemo"":false,""fever"":false}",URGENT,sepsis_risk
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H4,"{""chemo"":true,""fever"":true}",EMERG,neutropenic_fever
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H5,"{""chemo"":true,""fever"":false}",URGENT,neutropenic_fever
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H6,"{""chemo"":false,""fever"":false}",URGENT,sepsis_risk
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H7,"{""chemo"":true,""fever"":true}",EMERG,neutropenic_fever
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H8,"{""chemo"":true,""fever"":false}",URGENT,neutropenic_fever
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H9,"{""chemo"":false,""fever"":false}",URGENT,sepsis_risk
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H10,"{""chemo"":true,""fever"":true}",EMERG,neutropenic_fever
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H11,"{""chemo"":true,""fever"":false}",URGENT,neutropenic_fever
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H12,"{""chemo"":false,""fever"":false}",URGENT,sepsis_risk
hemeonc_neutropenic_fever_like,HEMEONC_NEUTROPENIC_FEVER_LIKE_H13,"{""chemo"":true,""sob"":true}",EMERG,sepsis_risk
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H1,"{""heavy"":true,""blood_thinner"":true}",EMERG,anticoag_bleed
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H2,"{""heavy"":false,""blood_thinner"":true}",URGENT,anticoag_bleed
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H3,"{""heavy"":false,""blood_thinner"":false}",URGENT,coagulopathy
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H4,"{""heavy"":true,""blood_thinner"":true}",EMERG,anticoag_bleed
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H5,"{""heavy"":false,""blood_thinner"":true}",URGENT,anticoag_bleed
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H6,"{""heavy"":false,""blood_thinner"":false}",URGENT,coagulopathy
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H7,"{""heavy"":true,""blood_thinner"":true}",EMERG,anticoag_bleed
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H8,"{""heavy"":false,""blood_thinner"":true}",URGENT,anticoag_bleed
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H9,"{""heavy"":false,""blood_thinner"":false}",URGENT,coagulopathy
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H10,"{""heavy"":true,""blood_thinner"":true}",EMERG,anticoag_bleed
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H11,"{""heavy"":false,""blood_thinner"":true}",URGENT,anticoag_bleed
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H12,"{""heavy"":false,""blood_thinner"":false}",URGENT,coagulopathy
hemeonc_bleeding_anticoag,HEMEONC_BLEEDING_ANTICOAG_H13,"{""head_injury"":true,""blood_thinner"":true}",EMERG,ich_risk
hemeonc_anemia_symptoms,HEMEONC_ANEMIA_SYMPTOMS_H1,"{""cp"":true,""syncope"":false}",EMERG,cardiac_strain
hemeonc_anemia_symptoms,HEMEONC_ANEMIA_SYMPTOMS_H2,"{""sob"":true,""pallor"":true}",URGENT,symptomatic_anemia
hemeonc_anemia_symptoms,HEMEONC_ANEMIA_SYMPTOMS_H3,"{""sob"":false,""pallor"":false}",ROUTINE,symptomatic_anemia
hemeonc_anemia_symptoms,HEMEONC_ANEMIA_SYMPTOMS_H4,"{""cp"":true,""syncope"":false}",EMERG,cardiac_strain
hemeonc_anemia_symptoms,HEMEONC_ANEMIA_SYMPTOMS_H5,"{""sob"":true,""pallor"":true}",URGENT,symptomatic_anemia
hemeonc_anemia_symptoms,HEMEONC_ANEMIA_SYMPTOMS_H6,"{""sob"":false,""pallor"":false}",ROUTINE,symptomatic_anemia
hemeonc_anemia_symptoms,HEMEONC_ANEMIA_SYMPTOMS_H7,"{""cp"":true,""syncope"":false}",EMERG,cardiac_strain
hemeonc_anemia_symptoms,HEMEONC_ANEMIA_SYMPTOMS_H8,"{""sob"":true,""pallor"":true}",URGENT,symptomatic_anemia
hemeonc_anemia_symptoms,HEMEONC_ANEMIA_SYMPTOMS_H9,"{""sob"":false,""pallor"":false}",ROUTINE,symptomatic_anemia
hemeonc_anemia_symptoms,HEMEONC_ANEMIA_SYMPTOMS_H10,"{""cp"":true,""syncope"":false}",EMERG,cardiac_strain
hemeonc_anemia_symptoms,HEMEONC_ANEMIA_SYMPTOMS_H11,"{""sob"":true,""pallor"":true}",URGENT,symptomatic_anemia
