CC_ID,RF_ID,FIRE_COUNT,TOTAL_TESTS,TRIGGER_EXPR
dental_pain,RF_DP_FEVER_PAIN,0,0,answers.Q_DP_FEVER == 'yes' && answers.Q_DP_PAIN == 'yes'
derm_allergic_reaction,RF_DALRG_ANAPHYLAXIS,0,0,answers.Q_DALRG_LIP_TONGUE == 'yes' || answers.Q_DALRG_THROAT == 'yes' || answers.Q_DALRG_SOB == 'yes'
derm_allergic_reaction,RF_DALRG_SYSTEMIC,0,0,answers.Q_DALRG_HIVES == 'yes' && answers.Q_DALRG_VOMIT == 'yes'
derm_cellulitis,RF_DCELL_NEC_FAS,0,0,answers.Q_DCELL_PAIN_OUT == 'yes' && (answers.Q_DCELL_FEVER == 'yes' || answers.Q_DCELL_SPREADING == 'yes')
derm_cellulitis,RF_DCELL_ORBITAL,0,0,answers.Q_DCELL_FACE_EYE == 'yes' && answers.Q_DCELL_FEVER == 'yes'
derm_cellulitis,RF_DCELL_SEVERE_CELL,0,0,answers.Q_DCELL_FEVER == 'yes' && answers.Q_DCELL_SPREADING == 'yes'
derm_rash,RF_DRSH_SJS_TEN,0,0,answers.Q_DRSH_MUCOSAL == 'yes' && answers.Q_DRSH_BLISTER == 'yes'
derm_rash,RF_DRSH_MENINGOCOCCEMIA,0,0,answers.Q_DRSH_FEVER == 'yes' && answers.Q_DRSH_PURPLE == 'yes'
derm_rash,RF_DRSH_MENINGITIS,0,0,answers.Q_DRSH_MENINGITIS_SYMPTOMS == 'yes' && answers.Q_DRSH_FEVER == 'yes'
derm_rash,RF_DRSH_SERIOUS,0,0,answers.Q_DRSH_FEVER == 'yes' && answers.Q_DRSH_PAINFUL == 'yes'
derm_rash,RF_DERM_MUCOSAL,0,0,answers.Q_RASH_MUCOSAL == 'yes'
derm_rash,RF_DERM_PAIN,0,0,answers.Q_RASH_PAIN_OVER_ITCH == 'yes'
dizziness,RF_DZ_STROKE,0,0,answers.Q_DZ_FOCAL_NEURO == 'yes' || answers.Q_DZ_FACIAL_DROOP == 'yes' || answers.Q_DZ_SPEECH == 'yes'
dizziness,RF_DZ_POSTERIOR_STROKE,0,0,answers.Q_DZ_DIPLOPIA == 'yes' && answers.Q_DZ_GAIT == 'yes'
dizziness,RF_DZ_CARDIAC_SYNCOPE,0,0,answers.Q_DZ_SYNCOPE == 'yes' && answers.Q_DZ_PALPITATIONS == 'yes'
dizziness,RF_DZ_MENINGITIS,0,0,answers.Q_DZ_HEADACHE == 'yes' && answers.Q_DZ_NECK_STIFF == 'yes'
dizziness,RF_DZ_GI_BLEED,0,0,answers.Q_DZ_MELENA == 'yes'
dizziness,RF_DZ_SYNCOPE_ALONE,0,0,answers.Q_DZ_SYNCOPE == 'yes' && answers.Q_DZ_PALPITATIONS != 'yes'
dizziness,RF_NEURO_DEFICIT,0,0,answers.Q_HA_NEURO_DEFICIT == 'yes'
dizziness,RF_NEURO_SEIZURE,0,0,answers.Q_HA_SEIZURE == 'yes'
earache,RF_EA_MASTOIDITIS,0,0,answers.Q_EA_MASTOID_PAIN == 'yes' && answers.Q_EA_FEVER == 'yes'
earache,RF_EA_MASTOID_SEVERE,0,0,answers.Q_EA_MASTOID_PAIN == 'yes' && answers.Q_EA_SEVERE_PAIN == 'yes'
earache,RF_EA_FACIAL_NERVE,0,0,answers.Q_EA_FACIAL_WEAKNESS == 'yes'
earache,RF_EA_NEURO,0,0,answers.Q_EA_NEURO == 'yes'
earache,RF_EA_TRAUMA_DRAINAGE,0,0,answers.Q_EA_TRAUMA == 'yes' && answers.Q_EA_DRAINAGE == 'yes'
earache,RF_EA_TRAUMA_NEURO,0,0,answers.Q_EA_TRAUMA == 'yes' && answers.Q_EA_NEURO == 'yes'
earache,RF_EA_NECK_INFECTION,0,0,answers.Q_EA_NECK_SWELLING == 'yes' && answers.Q_EA_FEVER == 'yes'
earache,RF_EA_IMMUNOCOMP,0,0,modifiers.immunocompromised == true
endo_hyperglycemia,RF_EHYPR_DKA_HHS,0,0,(answers.Q_EHYPR_VOMIT == 'yes' && (answers.Q_EHYPR_RAPID_BREATH == 'yes' || answers.Q_EHYPR_CONFUSION == 'yes')) || (answers.Q_EHYPR_RAPID_BREATH == 'yes' && answers.Q_EHYPR_ABD_PAIN == 'yes')
endo_hyperglycemia,RF_EHYPR_AMS,0,0,answers.Q_EHYPR_CONFUSION == 'yes'
endo_hyperglycemia,RF_EHYPR_DEHYD,0,0,answers.Q_EHYPR_VOMIT == 'yes' && (answers.Q_EHYPR_POLYURIA == 'yes' || answers.Q_EHYPR_POLYDIPSIA == 'yes')
endo_hypoglycemia,RF_EHYPO_SEVERE_NEURO,0,0,answers.Q_EHYPO_CONFUSION == 'yes' || answers.Q_EHYPO_SYNCOPE == 'yes'
endo_hypoglycemia,RF_EHYPO_CANNOT_TREAT,0,0,answers.Q_EHYPO_UNABLE_PO == 'yes'
endo_hypoglycemia,RF_EHYPO_RECURRENT_RISK,0,0,answers.Q_EHYPO_RECURRENT == 'yes' && answers.Q_EHYPO_KNOWN_DM == 'yes'
endo_thyroid_symptoms,RF_ETHYR_THYROID_STORM,0,0,answers.Q_ETHYR_FEVER_DELIRIUM == 'yes' && answers.Q_ETHYR_TACHY == 'yes'
endo_thyroid_symptoms,RF_ETHYR_CARDIAC_COMPLICATION,0,0,answers.Q_ETHYR_CP_SOB == 'yes' && answers.Q_ETHYR_TACHY == 'yes'
endo_thyroid_symptoms,RF_ETHYR_SEVERE_AMS,0,0,answers.Q_ETHYR_FEVER_DELIRIUM == 'yes'
ent_ear_pain,RF_EAR_MASTOIDITIS,0,0,answers.Q_EAR_MASTOID == 'yes'
ent_ear_pain,RF_EAR_NEURO,0,0,answers.Q_EAR_VERTIGO == 'yes'
ent_epistaxis,RF_EPIX_SHOCK,0,0,answers.Q_EPIX_HEAVY == 'yes'
ent_epistaxis,RF_EPIX_PERSISTENT,0,0,answers.Q_EPIX_ACTIVE == 'yes' && answers.Q_EPIX_DURATION >= 20
ent_epistaxis,RF_EPIX_ANTICOAG,0,0,answers.Q_EPIX_ACTIVE == 'yes' && answers.Q_EPIX_BLOOD_THINNER == 'yes'
ent_nasal_congestion,RF_NC_INFANT_FEVER,0,0,answers.Q_NC_INFANT == 'yes' && answers.Q_NC_FEVER == 'yes'
ent_nasal_congestion,RF_NC_RESP,0,0,answers.Q_NC_SOB == 'yes'
ent_sinus_pressure,RF_SINUS_001,0,0,answers.Q_EYE_SWELL == 'yes' || answers.Q_VISION_CHANGES == 'yes'
ent_sinus_pressure,RF_SINUS_002,0,0,answers.Q_SINUS_HEADACHE_SEVERE == 'yes' || answers.Q_NECK_STIFF == 'yes' || answers.Q_CONFUSION == 'yes'
ent_sinus_pressure,RF_SINUS_003,0,0,answers.Q_IMMUNO == 'yes' && answers.Q_SINUS_FEVER == 'yes'
ent_sore_throat,RF_ST_AIRWAY,0,0,answers.Q_ST_SOB == 'yes' || answers.Q_ST_DROOL == 'yes'
ent_sore_throat,RF_ST_PTA_SEVERE,0,0,answers.Q_ST_TRISMUS == 'yes' && answers.Q_ST_FEVER == 'yes'
environmental_heat_illness,RF_ENV_HEAT_STROKE,0,0,answers.Q_ENVH_AMS == 'yes' || answers.Q_ENVH_CORE_TEMP_HIGH == 'yes'
environmental_heat_illness,RF_ENV_HEAT_CARDIAC,0,0,answers.Q_ENVH_CARDIAC == 'yes'
environmental_hypothermia_cold_exposure,RF_ENV_HYPO_SEVERE,0,0,answers.Q_ENVC_CONFUSION == 'yes' || answers.Q_ENVC_SHIVER_STOP == 'yes' || answers.Q_ENVC_COLLAPSE == 'yes'
environmental_hypothermia_cold_exposure,RF_ENV_FROSTBITE,0,0,answers.Q_ENVC_FROSTBITE == 'yes'
environmental_hypothermia_cold_exposure,RF_ENV_COLD_CARDIAC,0,0,answers.Q_ENVC_CARDIAC == 'yes'
general_fatigue,RF_GFAT_CARDIO_RESP,0,0,answers.Q_GFAT_CP_SOB == 'yes' || answers.Q_GFAT_SYNCOPE == 'yes'
general_fatigue,RF_GFAT_BLEED,0,0,answers.Q_GFAT_BLEEDING == 'yes'
general_fatigue,RF_GFAT_SI,0,0,answers.Q_GFAT_DEPRESSION_SI == 'yes'
general_fatigue,RF_GFAT_SYSTEMIC,0,0,answers.Q_GFAT_FEVER == 'yes' && answers.Q_GFAT_WEIGHT_LOSS == 'yes'
general_generalized_weakness,RF_GWEAK_STROKE,0,0,answers.Q_GWEAK_FOCAL == 'yes'
general_generalized_weakness,RF_GWEAK_CARDIO_RESP,0,0,answers.Q_GWEAK_CP_SOB == 'yes'
general_generalized_weakness,RF_GWEAK_SEVERE_DEHYD,0,0,answers.Q_GWEAK_DEHYD == 'yes'
general_generalized_weakness,RF_GWEAK_HYPOGLYCEMIA,0,0,answers.Q_GWEAK_LOW_GLUCOSE == 'yes'
general_nausea_malaise,RF_GNAUS_CARDIAC,0,0,answers.Q_GNAUS_CP == 'yes' || answers.Q_GNAUS_SOB == 'yes'
general_nausea_malaise,RF_GNAUS_GI_BLEED,0,0,answers.Q_GNAUS_BLOOD == 'yes'
general_nausea_malaise,RF_GNAUS_ABD_EMERG,0,0,answers.Q_GNAUS_ABDSEV == 'yes'
general_nausea_malaise,RF_GNAUS_PREG,0,0,answers.Q_GNAUS_PREG == 'yes' && answers.Q_GNAUS_ABDSEV == 'yes'
gi_abdominal_pain,RF_ABD_PERITONITIS,0,0,answers.Q_ABD_PERITONEAL == 'yes' || answers.Q_ABD_SEV >= 8
gi_abdominal_pain,RF_ABD_GI_BLEED,0,0,answers.Q_ABD_BLOOD == 'yes'
gi_abdominal_pain,RF_ABD_PREG_ACUTE,0,0,answers.Q_ABD_PREG == 'yes' && answers.Q_ABD_ONSET == 'sudden'
gi_abdominal_pain,RF_ABD_CARDIAC_MIMIC,0,0,answers.Q_ABD_CHEST == 'yes'
gi_abdominal_pain,RF_ABD_TORSION,0,0,answers.Q_ABD_TESTIS == 'yes'
gi_acute_pancreatitis_like,RF_PANC_SEVERE,0,0,answers.Q_PANC_SEV >= 8
gi_acute_pancreatitis_like,RF_PANC_SYSTEMIC,0,0,answers.Q_PANC_FEVER == 'yes'
gi_constipation,RF_CONST_OBSTRUCTION,0,0,answers.Q_CONST_VOMIT == 'yes' && (answers.Q_CONST_NO_GAS == 'yes' || answers.Q_CONST_ABDSEV == 'yes')
gi_constipation,RF_CONST_BLEED,0,0,answers.Q_CONST_BLOOD == 'yes'
gi_constipation,RF_CONST_TOXIC,0,0,answers.Q_CONST_FEVER == 'yes' && answers.Q_CONST_ABDSEV == 'yes'
gi_diarrhea,RF_DIARR_INSTABILITY,0,0,answers.Q_DIARR_DEHYD == 'yes'
gi_diarrhea,RF_DIARR_BLOODY,0,0,answers.Q_DIARR_BLOOD == 'yes'
gi_diarrhea,RF_DIARR_TOXIC,0,0,answers.Q_DIARR_ABDSEV == 'yes' && answers.Q_DIARR_FEVER == 'yes'
gi_diarrhea,RF_DIARR_C_DIFF,0,0,answers.Q_DIARR_ABX == 'yes' && answers.Q_DIARR_DUR >= 3
gi_dysphagia,RF_DYSPH_AIRWAY,0,0,answers.Q_DYSPH_SOB == 'yes' || answers.Q_DYSPH_DROOL == 'yes'
gi_dysphagia,RF_DYSPH_BOERHAAVE,0,0,answers.Q_DYSPH_CHEST_PAIN == 'yes'
gi_dysphagia,RF_DYSPH_IMPACTION,0,0,answers.Q_DYSPH_FOOD_STUCK == 'yes'
gi_gi_bleeding,RF_GIB_INSTABILITY,0,0,answers.Q_GIB_HEAVY == 'yes' || answers.Q_GIB_FAINT == 'yes' || answers.Q_GIB_CP == 'yes'
gi_gi_bleeding,RF_GIB_ANTICOAG,0,0,answers.Q_GIB_BLOOD_THINNER == 'yes'
gi_gi_bleeding,RF_GIB_PAIN,0,0,answers.Q_GIB_ABDSEV == 'yes'
gi_jaundice,RF_JAUND_CHOLANGITIS,0,0,answers.Q_JAUND_PAIN_RUQ == 'yes' && answers.Q_JAUND_FEVER == 'yes' && answers.Q_JAUND_DARK_URINE == 'yes'
gi_jaundice,RF_JAUND_LIVER_FAIL,0,0,answers.Q_JAUND_CONFUSION == 'yes' || answers.Q_JAUND_BLEED == 'yes'
gi_vomiting,RF_VOM_GI_BLEED,0,0,answers.Q_VOM_BLOOD == 'yes'
gi_vomiting,RF_VOM_OBSTRUCTION,0,0,answers.Q_VOM_BILIOUS == 'yes' && answers.Q_VOM_ABDSEV == 'yes'
gi_vomiting,RF_VOM_NEURO,0,0,answers.Q_VOM_NEURO == 'yes'
gi_vomiting,RF_VOM_DEHYD,0,0,answers.Q_VOM_DEHYD == 'yes'
gu_dysuria_uti,RF_DUTI_PYELO,0,0,answers.Q_DUTI_FEVER == 'yes' && answers.Q_DUTI_FLANK == 'yes'
gu_dysuria_uti,RF_DUTI_PREG,0,0,answers.Q_DUTI_PREG == 'yes'
gu_dysuria_uti,RF_DUTI_VOMIT,0,0,answers.Q_DUTI_VOMIT == 'yes'
gu_flank_pain,RF_FLNK_PYELO_SEVERE,0,0,answers.Q_FLNK_FEVER == 'yes' && answers.Q_FLNK_URINARY == 'yes' && answers.Q_FLNK_CVA == 'yes'
gu_flank_pain,RF_FLNK_PYELO,0,0,answers.Q_FLNK_FEVER == 'yes' && answers.Q_FLNK_URINARY == 'yes'
gu_flank_pain,RF_FLNK_INFECTED_STONE,0,0,answers.Q_FLNK_FEVER == 'yes' && answers.Q_FLNK_HEMATURIA == 'yes'
gu_flank_pain,RF_FLNK_SEPSIS,0,0,answers.Q_FLNK_FEVER == 'yes' && answers.Q_FLNK_RIGORS == 'yes'
gu_flank_pain,RF_FLNK_PREG,0,0,answers.Q_FLNK_PREG == 'yes'
gu_hematuria,RF_HEMU_RETENTION,0,0,answers.Q_HEMU_CLOTS == 'yes'
gu_hematuria,RF_HEMU_INFECTED_STONE,0,0,answers.Q_HEMU_FEVER == 'yes' && answers.Q_HEMU_STONE_PAIN == 'yes'
gu_hematuria,RF_HEMU_TRAUMA,0,0,answers.Q_HEMU_TRAUMA == 'yes'
gu_pelvic_pain_possible_ovarian_torsion,RF_PPOT_TORSION,0,0,answers.Q_PPOT_SUDDEN == 'yes' && answers.Q_PPOT_VOMIT == 'yes'
gu_pelvic_pain_possible_ovarian_torsion,RF_PPOT_ECTOPIC,0,0,answers.Q_PPOT_PREG == 'yes' && answers.Q_PPOT_BLEED == 'yes'
gu_pelvic_pain_possible_ovarian_torsion,RF_PPOT_PID,0,0,answers.Q_PPOT_FEVER == 'yes' && answers.Q_PPOT_DISCHARGE == 'yes'
gu_sti_exposure_discharge,RF_STID_TESTIS,0,0,answers.Q_STID_TESTIS == 'yes'
gu_sti_exposure_discharge,RF_STID_PID,0,0,answers.Q_STID_PELVIC == 'yes' && answers.Q_STID_FEVER == 'yes'
gu_sti_exposure_discharge,RF_STID_ASSAULT,0,0,answers.Q_STID_ASSAULT == 'yes'
gu_testicular_pain,RF_TPAIN_TORSION,0,0,answers.Q_TPAIN_SUDDEN == 'yes' || answers.Q_TPAIN_HIGH_RIDING == 'yes' || answers.Q_TPAIN_NAUSEA == 'yes'
gu_testicular_pain_prostatitis,RF_TP_TORSION,0,0,answers.Q_TP_SUDDEN_ONSET == 'yes' && answers.Q_TP_SEVERE_PAIN == 'yes' && answers.Q_TP_UNILATERAL == 'yes'
gu_testicular_pain_prostatitis,RF_TP_FOURNIER,0,0,answers.Q_TP_FEVER == 'yes' && (answers.Q_TP_SKIN_CHANGES == 'yes' || answers.Q_TP_CREPITUS == 'yes')
gu_testicular_pain_prostatitis,RF_TP_HERNIA,0,0,answers.Q_TP_GROIN_BULGE == 'yes' && answers.Q_TP_OBSTRUCTION_SX == 'yes'
gu_testicular_pain_prostatitis,RF_TP_PROSTATITIS_SEPTIC,0,0,answers.Q_TP_FEVER == 'yes' && answers.Q_TP_RETENTION == 'yes'
gu_testicular_pain_prostatitis,RF_TP_TRAUMA_SEVERE,0,0,answers.Q_TP_TRAUMA == 'yes' && answers.Q_TP_SWELLING == 'yes' && answers.Q_TP_SEVERE_PAIN == 'yes'
gu_urinary_retention,RF_URET_CES,0,0,answers.Q_URET_NEURO == 'yes'
gu_urinary_retention,RF_URET_CLOTS,0,0,answers.Q_URET_BLOOD == 'yes'
gu_urinary_retention,RF_URET_ACUTE,0,0,answers.Q_URET_UNABLE == 'yes' && answers.Q_URET_PAIN == 'yes'
gu_uti_symptoms,RF_UTI_UROSEPSIS,0,0,answers.Q_UTI_FEVER == 'yes' && (answers.Q_UTI_CONFUSION == 'yes' || answers.Q_UTI_WEAKNESS == 'yes')
gu_uti_symptoms,RF_UTI_PYELO,0,0,answers.Q_UTI_FLANK_PAIN == 'yes' && answers.Q_UTI_FEVER == 'yes'
gu_uti_symptoms,RF_UTI_PREGNANCY,0,0,answers.Q_UTI_PREGNANT == 'yes' && (answers.Q_UTI_DYSURIA == 'yes' || answers.Q_UTI_FREQUENCY == 'yes')
gu_uti_symptoms,RF_UTI_IMMUNO,0,0,answers.Q_UTI_IMMUNOCOMPROMISED == 'yes' && answers.Q_UTI_FEVER == 'yes'
gu_uti_symptoms,RF_UTI_RETENTION,0,0,answers.Q_UTI_RETENTION == 'yes'
gu_uti_symptoms,RF_UTI_HEMATURIA_SEVERE,0,0,answers.Q_UTI_GROSS_HEMATURIA == 'yes' && answers.Q_UTI_CLOTS == 'yes'
gu_vaginal_bleeding,RF_VBLD_HEMODYNAMIC,0,0,answers.Q_VBLD_HEAVY == 'yes' || answers.Q_VBLD_FAINT == 'yes'
gu_vaginal_bleeding,RF_VBLD_PREG,0,0,answers.Q_VBLD_PREG == 'yes'
gu_vaginal_bleeding,RF_VBLD_POSTPARTUM,0,0,answers.Q_VBLD_POSTPARTUM == 'yes'
gu_vaginal_bleeding,RF_VBLD_PAIN,0,0,answers.Q_VBLD_PAIN == 'yes'
gyn_pelvic_pain,RF_PP_ECTOPIC,0,0,answers.Q_PP_PREGNANT == 'yes' && answers.Q_PP_VAGINAL_BLEEDING == 'yes'
gyn_pelvic_pain,RF_PP_TORSION,0,0,answers.Q_PP_SUDDEN_ONSET == 'yes' && answers.Q_PP_SEVERE_UNILATERAL == 'yes' && answers.Q_PP_NAUSEA == 'yes'
gyn_pelvic_pain,RF_PP_SEPSIS,0,0,answers.Q_PP_FEVER == 'yes' && (answers.Q_PP_CONFUSION == 'yes' || answers.Q_PP_HYPOTENSION == 'yes')
gyn_pelvic_pain,RF_PP_APPENDICITIS,0,0,answers.Q_PP_RLQ_PAIN == 'yes' && answers.Q_PP_FEVER == 'yes' && answers.Q_PP_ANOREXIA == 'yes'
gyn_pelvic_pain,RF_PP_PID,0,0,answers.Q_PP_FEVER == 'yes' && answers.Q_PP_DISCHARGE == 'yes' && answers.Q_PP_STI_RISK == 'yes'
gyn_pelvic_pain,RF_PP_PREGNANCY_RISK,0,0,answers.Q_PP_MISSED_PERIOD == 'yes'
headache,RF_NEURO_DEFICIT,0,0,answers.Q_HA_NEURO_DEFICIT == 'yes'
headache,RF_NEURO_SEIZURE,0,0,answers.Q_HA_SEIZURE == 'yes'
id_animal_bite_wound_infection,RF_IDBW_NEC_FAS,0,0,answers.Q_IDBW_PAIN_OUT == 'yes' && (answers.Q_IDBW_FEVER == 'yes' || answers.Q_IDBW_SPREADING == 'yes')
id_animal_bite_wound_infection,RF_IDBW_SYSTEMIC,0,0,answers.Q_IDBW_FEVER == 'yes' && answers.Q_IDBW_SPREADING == 'yes'
id_animal_bite_wound_infection,RF_IDBW_HIGH_RISK_BITE,0,0,answers.Q_IDBW_DEEP == 'yes' || answers.Q_IDBW_IMMUNO == 'yes'
id_animal_bite_wound_infection,RF_IDBW_RABIES,0,0,answers.Q_IDBW_RABIES_RISK == 'yes'
id_fever,RF_IDF_SEPSIS_AMS,0,0,answers.Q_IDF_CONFUSION == 'yes'
id_fever,RF_IDF_RESP,0,0,answers.Q_IDF_SOB == 'yes'
id_fever,RF_IDF_MENINGITIS,0,0,answers.Q_IDF_NECK_STIFF == 'yes'
id_fever,RF_IDF_PURPURA,0,0,answers.Q_IDF_RASH_PURPLE == 'yes'
id_fever,RF_IDF_NEUTROPENIC,0,0,answers.Q_IDF_IMMUNO == 'yes'
id_flu_like,RF_IDFL_RESP,0,0,answers.Q_IDFL_SOB == 'yes' || answers.Q_IDFL_CP == 'yes'
id_flu_like,RF_IDFL_DEHYD,0,0,answers.Q_IDFL_DEHYD == 'yes'
id_flu_like,RF_IDFL_HIGH_RISK_WORSE,0,0,answers.Q_IDFL_HIGH_RISK == 'yes' && (answers.Q_IDFL_SOB == 'yes' || answers.Q_IDFL_DEHYD == 'yes' || answers.Q_IDFL_FEVER == 'yes')
insomnia,RF_I_SOB,0,0,answers.Q_I_SOB == 'yes'
insomnia,RF_I_FEVER_PAIN,0,0,answers.Q_I_FEVER == 'yes' && answers.Q_I_PAIN == 'yes'
msk_back_pain,RF_BKPN_CES,0,0,answers.Q_BKPN_SADDLE == 'yes'
msk_back_pain,RF_BKPN_NEURO,0,0,answers.Q_BKPN_WEAK == 'yes' && answers.Q_BKPN_PAIN_SEVERE == 'yes'
msk_back_pain,RF_BKPN_INFECTION,0,0,answers.Q_BKPN_FEVER == 'yes' && answers.Q_BKPN_PAIN_SEVERE == 'yes'
msk_back_pain,RF_BKPN_FRACTURE,0,0,answers.Q_BKPN_TRAUMA == 'yes' && answers.Q_BKPN_PAIN_SEVERE == 'yes'
msk_joint_pain,RF_JTPN_SEPTIC,0,0,answers.Q_JTPN_HOT == 'yes' && answers.Q_JTPN_FEVER == 'yes'
msk_joint_pain,RF_JTPN_FRACTURE,0,0,answers.Q_JTPN_TRAUMA == 'yes' && answers.Q_JTPN_UNABLE_WEIGHT == 'yes'
msk_sprain_injury,RF_SINJ_OPEN_FX,0,0,answers.Q_SINJ_OPEN == 'yes' || answers.Q_SINJ_DEFORM == 'yes'
msk_sprain_injury,RF_SINJ_NV_COMPROMISE,0,0,answers.Q_SINJ_NEUROVASCULAR == 'yes'
msk_sprain_injury,RF_SINJ_COMPARTMENT,0,0,answers.Q_SINJ_SEVERE == 'yes' && answers.Q_SINJ_UNABLE_WEIGHT == 'yes'
neuro_confusion_ams,RF_AMS_ALL,0,0,answers.Q_AMS_STROKE_SIGNS == 'yes' || (answers.Q_AMS_FEVER == 'yes' && answers.Q_AMS_HEADACHE == 'yes') || answers.Q_AMS_LOW_GLUCOSE == 'yes' || answers.Q_AMS_TOXIC == 'yes' || answers.Q_AMS_SUDDEN == 'yes'
neuro_dizziness_vertigo,RF_DIZV_STROKE,0,0,answers.Q_DIZV_NEURODEF == 'yes' || answers.Q_DIZV_KIND == 'off_balance'
neuro_dizziness_vertigo,RF_DIZV_CARDIAC,0,0,answers.Q_DIZV_CARDIAC == 'yes'
neuro_dizziness_vertigo,RF_DIZV_CENTRAL,0,0,answers.Q_DIZV_HEADACHE == 'yes'
neuro_headache,RF_NHA_SAH,0,0,answers.Q_NHA_THUNDER == 'yes'
neuro_headache,RF_NHA_STROKE,0,0,answers.Q_NHA_NEURODEF == 'yes'
neuro_headache,RF_NHA_MENINGITIS,0,0,answers.Q_NHA_FEVER_NECK == 'yes'
neuro_headache,RF_NHA_TRAUMA,0,0,answers.Q_NHA_TRAUMA == 'yes'
neuro_headache,RF_NHA_VISION,0,0,answers.Q_NHA_EYE == 'yes'
